uniprot_id	database	sequence_length
B4T332	AF	213
B4T4I7	AF	108
B4T945	AF	689
B4TD75	AF	345
B4TDC8	AF	417
B4TEN5	AF	306
B4TGE2	AF	492
B4TI37	AF	223
B4TI52	AF	947
B4TJV7	AF	293
B4TK47	AF	185
B4TR83	AF	525
B4TXR9	AF	890
B4TXT8	AF	284
B4U0V8	AF	156
B4U161	AF	185
B4U741	AF	692
B4U744	AF	232
B4UGB5	AF	707
B4UHG0	AF	946
B4UJ61	AF	524
B4UMB8	AF	314
B4XSZ2	AF	156
B5BAQ2	AF	572
B5BAX0	AF	616
B5BB18	AF	237
B5BBS0	AF	234
B5BDB5	AF	156
B5BG21	AF	71
B5BH22	AF	457
B5BHG7	AF	256
B5BI08	AF	159
B5BL11	AF	529
B5BL82	AF	426
B5E7B2	AF	109
B5EFY8	AF	288
B5EX25	AF	111
B5EZH8	AF	660
B5F173	AF	208
B5F1Q2	AF	165
B5F3I0	AF	577
B5F4F0	AF	570
B5F7I9	AF	447
B5FAX3	AF	422
B5FBR6	AF	661
B5FBX4	AF	284
B5FCB2	AF	208
B5FE24	AF	172
B5FFP4	AF	93
B5FG57	AF	93
B5FHT6	AF	947
B5FHU4	AF	71
B5FJ14	AF	890
B5FP65	AF	673
B5FU93	AF	644
B5KL34	AF	83
B5KRF6	AF	440
B5QZ45	AF	71
B5QZL6	AF	245
B5R0N7	AF	618
B5R1S7	AF	125
B5R2J0	AF	529
B5R5B9	AF	382
B5R7T6	AF	202
B5RD96	AF	160
B5RE14	AF	957
B5RLG8	AF	576
B5RM50	AF	132
B5X4Z4	AF	613
B5XJ55	AF	146
B5XNB1	AF	59
B5XNB5	AF	206
B5XY84	AF	95
B5XYX5	AF	246
B5XYZ0	AF	499
B5Y0U3	AF	432
B5Y7R3	AF	143
B5YDX5	AF	245
B5YGE0	AF	199
B5YH80	AF	226
B5YHC0	AF	258
B5YLD0	AF	66
B5YQ32	AF	447
B5Z1R2	AF	195
B5Z9P0	AF	620
B5Z9P1	AF	191
B5ZB96	AF	421
B5ZBT9	AF	472
B5ZC90	AF	133
B5ZMF2	AF	585
B5ZNS9	AF	541
B5ZP79	AF	204
B5ZV40	AF	876
B5ZYC6	AF	527
B5ZYU5	AF	122
B5ZYV3	AF	69
B6DCQ8	AF	115
B6EIA0	AF	155
B6EMQ9	AF	652
B6EN03	AF	160
B6ENF7	AF	526
B6EPR5	AF	124
B6EUA9-2	AF	926
B6HZE1	AF	890
B6I3R9	AF	142
B6I579	AF	525
B6I8M3	AF	190
B6I9Q8	AF	565
B6J167	AF	145
B6J1E8	AF	672
B6J5K1	AF	316
B6JAR2	AF	201
B6JDF7	AF	429
B6JKN5	AF	430
B6JKT9	AF	307
B6JPA5	AF	276
B6QL24	AF	792
B7GJ74	AF	144
B7GQV7	AF	372
B7GVJ5	AF	252
B7GW26	AF	208
B7H924	AF	393
B7HCU1	AF	188
B7HHT6	AF	266
B7HN36	AF	247
B7HQM1	AF	429
B7HQX0	AF	129
B7HU66	AF	434
B7I0B6	AF	246
B7IA17	AF	118
B7IEZ6	AF	188
B7IIT0	AF	350
B7IKW0	AF	270
B7IT30	AF	103
B7IT31	AF	179
B7J0M3	AF	176
B7J0M8	AF	193
B7J0N3	AF	188
B7J0W4	AF	243
B7J2K5	AF	545
B7J7X9	AF	634
B7JCV9	AF	496
B7JFZ3	AF	209
B7JGP1	AF	413
B7JHS6	AF	112
B7JM33	AF	130
B7JMU9	AF	491
B7JVH4	AF	399
B7JW76	AF	455
B7K1S0	AF	452
B7KF17	AF	155
B7KIR5	AF	131
B7KUK7	AF	696
B7KVW3	AF	250
B7KZ48	AF	437
B7L4L1	AF	704
B7L7R3	AF	336
B7LAN4	AF	548
B7LBI5	AF	183
B7LBJ5	AF	714
B7LEG9	AF	475
B7LHA4	AF	572
B7LK90	AF	483
B7LLS5	AF	548
B7LMX3	AF	470
B7LQ47	AF	447
B7LRS7	AF	84
B7LSE0	AF	477
B7LX87	AF	88
B7M143	AF	247
B7M1C4	AF	118
B7M1P1	AF	704
B7M340	AF	119
B7M5F7	AF	213
B7M5S7	AF	419
B7M6Q8	AF	321
B7M6Y0	AF	161
B7MAC9	AF	946
B7MB89	AF	890
B7MCT6	AF	103
B7MDP4	AF	901
B7MHW9	AF	237
B7MIB7	AF	152
B7MIZ2	AF	529
B7MJ81	AF	78
B7MYD5	AF	525
B7N0X6	AF	704
B7N203	AF	303
B7N2U6	AF	72
B7N582	AF	492
B7NDT7	AF	92
B7NDU2	AF	103
B7NE41	AF	657
B7NFR9	AF	316
B7NGG7	AF	183
B7NL23	AF	288
B7NM20	AF	172
B7NRL8	AF	242
B7NUG6	AF	407
B7NV33	AF	251
B7NVX7	AF	229
B7R4L8	AF	811
B7UGZ1	AF	417
B7UH56	AF	255
B7UJW2	AF	130
B7UK33	AF	104
B7UKY6	AF	244
B7ULJ1	AF	55
B7V486	AF	401
B7V6T4	AF	950
B7V8C3	AF	211
B7VIC2	AF	969
B7VII5	AF	214
B7VJZ6	AF	445
B7VK29	AF	82
B7VMJ2	AF	450
B7VPB2	AF	313
B7VPF6	AF	98
B7VSY8	AF	277
B7ZBB8	AF	358
B8AL33	AF	463
B8CW21	AF	250
B8D6T6	AF	548
B8D7R3	AF	119
B8D7V9	AF	802
B8D852	AF	702
B8D8J3	AF	525
B8D8J8	AF	165
B8D8K8	AF	403
B8D981	AF	417
B8D9A3	AF	427
B8DFT0	AF	414
B8DGL7	AF	110
B8DN99	AF	276
B8DRR9	AF	353
B8DT03	AF	258
B8DUB2	AF	256
B8E324	AF	464
B8E3R3	AF	716
B8E7G0	AF	221
B8E968	AF	486
B8E9M8	AF	130
B8E9N8	AF	75
B8EBK1	AF	92
B8EBP2	AF	176
B8EBT5	AF	369
B8EDR6	AF	163
B8EDX3	AF	281
B8EET7	AF	428
B8ELG7	AF	156
B8EM84	AF	256
B8F5T7	AF	126
B8F6D3	AF	53
B8F6K8	AF	416
B8G0I9	AF	148
B8G1Y2	AF	122
B8G6Q8	AF	179
B8G711	AF	189
B8GNA4	AF	483
B8GVF3	AF	366
B8H086	AF	473
B8H4E0	AF	250
B8H7L9	AF	674
B8HMQ8	AF	92
B8HY03	AF	542
B8I7Z1	AF	180
B8IEL6	AF	105
B8MR69	AF	931
B8MYV0	AF	797
B8NLN6	AF	819
B8YEK4	AF	587
B8ZPA3	AF	123
B8ZPU4	AF	272
B8ZRB0	AF	377
B8ZTJ5	AF	177
B9DJJ6	AF	396
B9DM42	AF	117
B9DNQ4	AF	185
B9DPQ3	AF	175
B9DRZ6	AF	303
B9DSN2	AF	210
B9DSP2	AF	189
B9DVG5	AF	479
B9DVS2	AF	692
B9DXT9	AF	426
B9DY74	AF	463
B9E1Z5	AF	202
B9E5Q7	AF	341
B9IVA1	AF	686
B9IXC9	AF	345
B9IYX5	AF	591
B9IZI2	AF	230
B9IZJ7	AF	276
B9J054	AF	786
B9J0A0	AF	324
B9J4V7	AF	131
B9J7X6	AF	498
B9JG45	AF	303
B9JJD7	AF	86
B9JV46	AF	876
B9JWI2	AF	954
B9JXE6	AF	585
B9K7M6	AF	813
B9KCU7	AF	213
B9KFP0	AF	132
B9KGF3	AF	319
B9KIN8	AF	247
B9KJ53	AF	174
B9KKM5	AF	188
B9KM14	AF	519
B9KQC8	AF	349
B9KYX4	AF	241
B9L987	AF	280
B9LB04	AF	966
B9LKK8	AF	419
B9LKS0	AF	443
B9LRF2	AF	416
B9M2Y9	AF	104
B9M5C5	AF	216
B9M6G3	AF	179
B9MB76	AF	274
B9MBW2	AF	330
B9MEQ6	AF	285
B9MG14	AF	202
B9MN06	AF	325
B9MQS8	AF	201
B9W923	AF	847
C0HJI4	AF	51
C0HJP2	AF	838
C0HJP6	AF	907
C0HJQ4	AF	61
C0HKE2	AF	130
C0HKF6	AF	70
C0HL66	AF	136
C0HLG7	AF	999
C0HLH6	AF	979
C0HM54	AF	539
C0M7R0	AF	264
C0M8N3	AF	833
C0M9J7	AF	679
C0MBD6	AF	512
C0MCB5	AF	114
C0MEX9	AF	295
C0MGV8	AF	316
C0NQU6	AF	716
C0PY89	AF	91
C0PZK2	AF	419
C0Q3N4	AF	397
C0Q5T6	AF	373
C0QRI3	AF	140
C0QT45	AF	142
C0QTL6	AF	151
C0R594	AF	182
C0R5B1	AF	605
C0R5H8	AF	520
C0RGK0	AF	934
C0RJJ0	AF	103
C0Z2L5	AF	173
C0ZAG9	AF	454
C0ZCB6	AF	437
C0ZZF3	AF	403
C1A383	AF	299
C1A4A9	AF	819
C1A611	AF	342
C1A7K7	AF	435
C1A8L8	AF	543
C1AH22	AF	495
C1APA9	AF	941
C1AQZ3	AF	415
C1BY38	AF	87
C1C7H6	AF	446
C1CAF1	AF	77
C1CB69	AF	130
C1CBX9	AF	155
C1CC09	AF	277
C1CCT8	AF	930
C1CES2	AF	591
C1CHW2	AF	515
C1CI34	AF	77
C1CIS8	AF	255
C1CJM5	AF	239
C1CK57	AF	155
C1CL80	AF	427
C1CLE8	AF	520
C1CMI5	AF	189
C1CP97	AF	86
C1CR74	AF	556
C1CSA6	AF	239
C1CSX0	AF	436
C1CVF4	AF	811
C1CXG3	AF	277
C1CXS0	AF	465
C1D4P9	AF	619
C1DAG4	AF	258
C1DAS2	AF	109
C1DBU8	AF	366
C1DFK9	AF	836
C1DRR5	AF	92
C1ES77	AF	562
C1F4G5	AF	444
C1FS59	AF	688
C1FTF1	AF	413
C1KZG6	AF	132
C1L0D6	AF	238
C1L0J4	AF	208
C3KE67	AF	140
C3KUT7	AF	407
C3KX34	AF	666
C3L0Q0	AF	217
C3L3J6	AF	104
C3L822	AF	892
C3LAU3	AF	955
C3LJX2	AF	120
C3LJX7	AF	145
C3LPX0	AF	311
C3LW14	AF	436
C3MAW0	AF	206
C3MB73	AF	286
C3MBC0	AF	107
C3MBC2	AF	245
C3MCN8	AF	189
C3MPG3	AF	266
C3MPS2	AF	633
C3MZR9	AF	426
C3P1G4	AF	209
C3P5M6	AF	185
C3P9Q6	AF	207
C3PEE7	AF	415
C3PN02	AF	890
C3PP72	AF	547
C4K1D4	AF	201
C4K437	AF	267
C4K5W3	AF	324
C4L5I7	AF	317
C4LBQ0	AF	360
C4LBV3	AF	121
C4LC88	AF	268
C4LL47	AF	120
C4NF91	AF	405
C4XIH0	AF	470
C4XS37	AF	773
C4XS54	AF	697
C4XSN6	AF	196
C4Z4L9	AF	459
C4Z4T8	AF	317
C4ZPY3	AF	968
C4ZRP7	AF	426
C4ZTY2	AF	644
C4ZU97	AF	660
C4ZUJ8	AF	95
C4ZW19	AF	81
C4ZY73	AF	309
C4ZYH8	AF	118
C5A0R4	AF	366
C5A1H0	AF	570
C5A1V0	AF	334
C5B748	AF	130
C5B7A2	AF	293
C5B965	AF	477
C5BDG8	AF	484
C5BF77	AF	131
C5BHI4	AF	529
C5BMZ8	AF	570
C5BNY8	AF	961
C5BQB5	AF	373
C5BRP4	AF	217
C5BTP7	AF	391
C5BZY7	AF	378
C5C0H6	AF	179
C5C0K9	AF	143
C5CCI2	AF	214
C5CKF2	AF	125
C5CP56	AF	104
C5CRW8	AF	968
C5CTL8	AF	885
C5D2V1	AF	374
C5D373	AF	210
C5D5V2	AF	319
C5DMP2	AF	747
C5G168	AF	423
C5M2G0	AF	714
C5MBA7	AF	824
C5WPC2	AF	464
C6A117	AF	138
C6A161	AF	86
C6BRV2	AF	160
C6BVJ9	AF	412
C6BVR1	AF	155
C6C1A2	AF	163
C6C9K0	AF	313
C6DCQ1	AF	82
C6DF16	AF	257
C6DF65	AF	429
C6DF72	AF	245
C6DFP4	AF	549
C6DG74	AF	209
C6DG94	AF	72
C6DIJ6	AF	98
C6DJF8	AF	499
C6DKE8	AF	488
C6E2B1	AF	429
C6E2T1	AF	435
C6E3M5	AF	155
C6E4K5	AF	280
C6HQ17	AF	711
C6KRN1-2	AF	224
C6KRN1-3	AF	226
C6KRN1	AF	245
C8VDT4	AF	639
C8VQY7	AF	205
C8Z9U3	AF	465
C9YHW1	AF	902
D0TZF0	AF	803
D0ZLR9	AF	932
D1AZF3	AF	162
D1D8L6	AF	440
D2S6D9	AF	593
D2Y1Z8	AF	83
D2Y254	AF	113
D2Y2N7	AF	87
D2Y2Q5	AF	88
D3DKC4	AF	427
D3Z8X7	AF	922
D3ZD05	AF	847
D4ANV2	AF	643
D4CZ60	AF	400
D4Q9Z4	AF	495
D8QTR2	AF	488
D8VPP5	AF	364
D9PVP5	AF	224
E1C213	AF	986
E1WGN1	AF	70
E2IUA9	AF	765
E2JFG2	AF	730
E4QP00	AF	531
E6ZBE2	AF	78
E7F1H9	AF	613
E7F7X0	AF	670
E7FFX1	AF	844
E7NIP0	AF	465
E9PYY5-4	AF	349
E9Q5C9	AF	702
E9Q5K9-2	AF	728
E9Q5K9-3	AF	710
E9Q5K9	AF	736
E9Q6X9	AF	672
E9Q7M2	AF	769
E9Q9F7	AF	977
E9QG33	AF	754
F1LMN3-2	AF	871
F1LMN3	AF	860
F1LQX4-2	AF	808
F1LQX4-3	AF	770
F1LQX4	AF	814
F1M7L9	AF	814
F1Q8W0	AF	835
F4HVA6-3	AF	497
F4HVA6-4	AF	476
F4HVA6-5	AF	428
F4HVA6-6	AF	476
F4HVA6	AF	527
F4HXU3	AF	142
F4ID16	AF	997
F4JEP5	AF	807
F4JHA2	AF	884
F4JI44	AF	913
F4JMJ1	AF	867
F4JRB0	AF	363
F4JWP9	AF	973
F4K2R6	AF	563
F4K4J0	AF	819
F4KEC6	AF	701
F4KFT7	AF	617
F4KGQ0	AF	393
F5CEP0	AF	68
F5GUE5	AF	331
F6U5F9	AF	953
F6Z5C0-2	AF	953
F8G0P1	AF	496
F8J2F2	AF	88
G0LFB0	AF	432
G2K046	AF	613
G2K048	AF	345
G2X6P0	AF	805
G2XKQ0	AF	101
G3FIN8	AF	483
G3V7L5	AF	412
G4MWB1	AF	353
G4MYV5	AF	650
G4RES5	AF	306
G5EBX6	AF	876
G5EE07	AF	287
G5EEM9-2	AF	779
G5EEM9-3	AF	777
G5EEM9-4	AF	753
G5EEM9-5	AF	765
G5EEM9-6	AF	668
G5EEM9	AF	840
G5EFF7-2	AF	484
G5EFF7-3	AF	454
G5EFF7	AF	502
G5EGD2-4	AF	665
G5EGD2-5	AF	711
G5EGD2	AF	719
H2KZ86-2	AF	359
H2KZ86	AF	444
H2L056-2	AF	608
H2L056-3	AF	514
H2L056-4	AF	234
H2L056-5	AF	519
H9XP47	AF	251
I3PLQ6	AF	356
I6XHJ3	AF	407
I6YG32	AF	158
J4KQS2	AF	587
J5JCC9	AF	388
J5JLF2	AF	576
J8HQ06	AF	494
K7WCC7	AF	760
M4IRL6	AF	544
M4IS90	AF	607
M9MS50	AF	869
N1PZ58	AF	611
O00214-2	AF	359
O00214	AF	317
O00232	AF	456
O00295	AF	520
O00308-2	AF	754
O00308	AF	870
O00409	AF	490
O00716	AF	465
O01498	AF	457
O01739	AF	383
O02668	AF	935
O04130-2	AF	651
O04376	AF	499
O04492	AF	419
O04547	AF	118
O05640	AF	197
O05668	AF	256
O08601-2	AF	909
O08746-2	AF	937
O08756	AF	261
O09012-2	AF	602
O09012	AF	639
O09043	AF	419
O09046-2	AF	638
O09046	AF	630
O13282	AF	643
O13620	AF	833
O13671	AF	967
O13688	AF	522
O13759	AF	632
O13986	AF	789
O14048	AF	427
O14081	AF	944
O14122	AF	734
O14343	AF	883
O14433	AF	423
O14717-2	AF	367
O14717-5	AF	71
O14717	AF	391
O14893-2	AF	265
O14893-3	AF	250
O14893-5	AF	269
O14979-2	AF	301
O15083	AF	957
O15178-2	AF	377
O15178	AF	435
O15217	AF	222
O15232	AF	486
O15259-2	AF	677
O15259-3	AF	614
O15259	AF	732
O15265-3	AF	747
O15265	AF	892
O15405	AF	576
O15519-11	AF	462
O15519-12	AF	292
O15519-14	AF	435
O15519-15	AF	384
O15519-2	AF	221
O15519-5	AF	449
O15519-6	AF	442
O15519-7	AF	348
O15519-8	AF	445
O15519-9	AF	270
O16109	AF	614
O16580	AF	523
O16850-1	AF	517
O16850-2	AF	530
O16850-3	AF	510
O16850-4	AF	508
O16850-5	AF	487
O16850-6	AF	303
O16850-7	AF	324
O16883	AF	782
O17071	AF	406
O18381	AF	857
O19892	AF	317
O22137	AF	613
O22264	AF	371
O22286	AF	408
O22607	AF	507
O23179	AF	414
O23212-3	AF	565
O23212	AF	573
O23240	AF	559
O23266	AF	612
O23614	AF	515
O23617	AF	862
O24600	AF	993
O24629	AF	502
O24654	AF	273
O24735	AF	552
O24970	AF	240
O25916	AF	488
O26066	AF	999
O29048	AF	407
O29874	AF	183
O31662	AF	353
O32148	AF	416
O32982	AF	230
O34209	AF	895
O35218	AF	782
O35280	AF	476
O35423	AF	414
O35501	AF	679
O35543	AF	199
O35567	AF	592
O35594	AF	676
O35601	AF	819
O35709	AF	589
O35711-2	AF	871
O35711	AF	882
O36023	AF	469
O42226	AF	414
O42896	AF	368
O42958	AF	754
O43051	AF	827
O43133	AF	238
O43143	AF	795
O43182-2	AF	765
O43236-2	AF	459
O43236-3	AF	470
O43236	AF	478
O43272-1	AF	516
O43272-2	AF	492
O43272	AF	600
O43281-2	AF	468
O43281	AF	561
O43293-2	AF	322
O43310-2	AF	600
O43390-3	AF	595
O43390-4	AF	535
O43390	AF	633
O43555-2	AF	112
O43555-3	AF	113
O43598	AF	174
O43660	AF	514
O46028	AF	62
O46390	AF	369
O46678	AF	103
O49289	AF	845
O49595-2	AF	185
O51076-2	AF	127
O51076	AF	122
O52064	AF	631
O52348	AF	119
O52836	AF	639
O53580	AF	637
O53666	AF	611
O53871	AF	403
O54772	AF	531
O54992-2	AF	409
O54992-3	AF	324
O54992-5	AF	471
O55060	AF	240
O57312	AF	135
O58814	AF	293
O59235	AF	570
O60132	AF	821
O60225-2	AF	229
O60237-3	AF	224
O60237-6	AF	1043
O60237	AF	982
O60502-2	AF	849
O60502	AF	916
O60729-2	AF	459
O60729-3	AF	471
O60729-4	AF	485
O60729-5	AF	461
O60888-2	AF	198
O60888-3	AF	156
O61570	AF	70
O62140-3	AF	645
O62140	AF	674
O62415	AF	298
O62479	AF	492
O62589-2	AF	528
O62589	AF	531
O62678	AF	632
O64629	AF	288
O64745	AF	540
O65098	AF	497
O65258	AF	542
O65649	AF	996
O66601	AF	510
O67314	AF	406
O67581	AF	334
O67759	AF	242
O67837	AF	792
O68045	AF	704
O69054	AF	336
O69460	AF	743
O73790	AF	410
O74740	AF	797
O74779	AF	501
O74871	AF	245
O74945	AF	1000
O75143-3	AF	405
O75143-4	AF	401
O75143-5	AF	550
O75143	AF	517
O75190-3	AF	325
O75190	AF	326
O75323	AF	286
O75400-2	AF	930
O75400-3	AF	939
O75426-3	AF	618
O75426	AF	580
O75475-2	AF	333
O75494-3	AF	183
O75494-4	AF	173
O75494-5	AF	165
O75494-6	AF	182
O75494	AF	262
O75570-2	AF	468
O75602-2	AF	458
O75602-3	AF	585
O75602	AF	509
O75618-2	AF	348
O75638	AF	210
O76013	AF	467
O76054-4	AF	392
O76054	AF	403
O76365	AF	373
O78489	AF	735
O80460	AF	82
O80658	AF	545
O80786	AF	727
O80883-2	AF	478
O80883-3	AF	393
O80883	AF	490
O81058	AF	200
O81149	AF	237
O81629	AF	609
O81821	AF	481
O81829	AF	612
O82230	AF	182
O82330	AF	333
O83047	AF	464
O83487	AF	245
O83536	AF	881
O84242	AF	327
O84250	AF	814
O84763	AF	416
O85709	AF	841
O85718	AF	417
O86170	AF	682
O87236	AF	59
O87405	AF	309
O88346-2	AF	261
O88346	AF	262
O88485	AF	628
O88554	AF	559
O88621	AF	401
O88947	AF	481
O89020-3	AF	611
O89093	AF	97
O94277	AF	718
O94429	AF	813
O94441	AF	862
O94810-2	AF	456
O94810-3	AF	446
O94842-2	AF	598
O94842-3	AF	595
O94842	AF	621
O94864	AF	414
O94927	AF	633
O95208-2	AF	584
O95208-3	AF	545
O95236	AF	402
O95238	AF	335
O95260-2	AF	518
O95379-2	AF	190
O95379-3	AF	188
O95379-4	AF	210
O95379	AF	198
O95400	AF	341
O95522	AF	483
O95633	AF	263
O95965-2	AF	353
O95965	AF	494
O95983	AF	291
O96033	AF	88
O96533-2	AF	456
P00367-3	AF	425
P00367	AF	558
P00381	AF	163
P00452	AF	761
P00735	AF	625
P00736	AF	705
P00738	AF	406
P00747	AF	810
P00751	AF	764
P01008	AF	464
P01045-2	AF	434
P01050	AF	65
P01149	AF	165
P01229	AF	141
P01237	AF	226
P01289-3	AF	115
P01289-4	AF	97
P01289	AF	130
P01583	AF	271
P02264	AF	128
P02284	AF	122
P02406	AF	149
P02431	AF	63
P02449	AF	102
P02532	AF	324
P02607-2	AF	151
P02607	AF	151
P02674	AF	966
P02745	AF	245
P02808	AF	62
P02833	AF	378
P03876	AF	854
P04094	AF	269
P04653	AF	214
P04776	AF	495
P04806	AF	485
P04916	AF	201
P04917	AF	179
P05066	AF	565
P05111	AF	366
P05113	AF	134
P05154	AF	406
P05327	AF	484
P05388-2	AF	255
P05388	AF	317
P05408	AF	212
P05451	AF	166
P05511	AF	807
P05524-2	AF	273
P05561	AF	51
P05566	AF	54
P05595	AF	53
P06198	AF	866
P06299	AF	260
P06379	AF	274
P06454	AF	111
P06510	AF	135
P06601	AF	613
P06721	AF	395
P06748-2	AF	265
P06748	AF	294
P06785	AF	304
P07170	AF	222
P07363	AF	654
P07476	AF	585
P07545	AF	253
P07585-2	AF	250
P07585-3	AF	212
P07585	AF	359
P07602-2	AF	526
P07602	AF	524
P07728	AF	499
P07742	AF	792
P07836	AF	376
P07882	AF	612
P07889	AF	103
P07992-2	AF	273
P07992	AF	297
P08182	AF	235
P08286	AF	220
P08432	AF	466
P08504	AF	994
P08651-2	AF	499
P08651-3	AF	430
P08651-5	AF	428
P08651-6	AF	439
P08790	AF	662
P08823	AF	543
P08877	AF	88
P09087	AF	493
P09230	AF	454
P09239	AF	541
P09340	AF	101
P09466-2	AF	158
P09668	AF	335
P09792	AF	211
P09959	AF	803
P0A0N3	AF	188
P0A0U3	AF	104
P0A1H3	AF	704
P0A2S4	AF	127
P0A369	AF	934
P0A3N0	AF	328
P0A4P2	AF	277
P0A4S0	AF	394
P0A521	AF	540
P0A639	AF	234
P0A6C8	AF	258
P0A6F1	AF	382
P0A6G9	AF	207
P0A6Z1	AF	616
P0A778	AF	176
P0A7I6	AF	529
P0A7L4	AF	118
P0A7P4	AF	55
P0A7T1	AF	118
P0A7U3	AF	92
P0A7W1	AF	167
P0A8F8	AF	673
P0A8I1	AF	138
P0A8P8	AF	298
P0A974	AF	69
P0A9H3	AF	715
P0A9J4	AF	303
P0A9Y8	AF	69
P0AA25	AF	109
P0AAI7	AF	413
P0AAI8	AF	413
P0ABH9	AF	758
P0ACE8	AF	119
P0ACH1	AF	92
P0ACP1	AF	334
P0ADI8	AF	188
P0AEL8	AF	210
P0AFB8	AF	469
P0C093	AF	198
P0C0G6	AF	336
P0C124	AF	972
P0C1H3	AF	126
P0C1Z6-2	AF	244
P0C1Z6	AF	253
P0C2T6	AF	314
P0C5I5	AF	85
P0C5K7	AF	136
P0C7L0	AF	485
P0C829	AF	80
P0C8W4	AF	91
P0CB65	AF	574
P0CC03	AF	303
P0CG89	AF	103
P0CI82	AF	94
P0CN42	AF	952
P0CO10	AF	726
P0CO56	AF	356
P0CQ56	AF	292
P0CQ80	AF	625
P0CQ89	AF	738
P0CQ94	AF	948
P0CR09	AF	748
P0CS78	AF	908
P0CS91	AF	655
P0CX46	AF	254
P0CZ23	AF	675
P0DA65	AF	512
P0DB04	AF	311
P0DD97	AF	514
P0DE23	AF	114
P0DG54	AF	618
P0DG56	AF	425
P0DH13	AF	113
P0DH41	AF	598
P0DI81-3	AF	174
P0DKD6	AF	134
P0DL57	AF	89
P0DM85	AF	742
P0DO66	AF	523
P0DO86	AF	363
P0DPK3	AF	275
P0DQV4	AF	85
P0DUM0	AF	700
P10037-2	AF	317
P10037	AF	291
P10146	AF	92
P10184	AF	517
P10484	AF	520
P10619	AF	480
P10749	AF	269
P10809-2	AF	158
P10809	AF	573
P11216	AF	843
P11308-1	AF	462
P11308-6	AF	325
P11308	AF	479
P11598	AF	505
P11632	AF	93
P11759	AF	436
P12048	AF	512
P12256	AF	338
P12272-3	AF	209
P12272	AF	177
P12612	AF	559
P12620-2	AF	274
P12620-3	AF	257
P12620-4	AF	251
P12620	AF	263
P12979	AF	224
P13051	AF	313
P13100	AF	297
P13228	AF	708
P13264	AF	674
P13417	AF	395
P13442	AF	641
P13613	AF	162
P13714	AF	320
P13804	AF	333
P13816	AF	678
P13833	AF	161
P13956	AF	244
P14138-2	AF	224
P14138	AF	238
P14296	AF	702
P14306	AF	219
P14568	AF	412
P14614	AF	500
P14626	AF	111
P14659	AF	633
P14734	AF	510
P14760	AF	178
P15047	AF	248
P15108	AF	705
P15179	AF	658
P15345	AF	954
P15761	AF	92
P15927-2	AF	278
P15927-3	AF	358
P16053	AF	858
P16219	AF	412
P16220-1	AF	341
P16230	AF	852
P16333	AF	377
P16446	AF	271
P17066	AF	643
P17085-2	AF	149
P17085	AF	188
P17096	AF	107
P17158	AF	511
P17210	AF	975
P17707-2	AF	186
P17936-2	AF	297
P17936	AF	291
P18302-2	AF	606
P18302-3	AF	553
P18302	AF	652
P18615-3	AF	387
P18615	AF	380
P18904	AF	232
P19003	AF	63
P19262	AF	463
P19337	AF	249
P19338	AF	710
P19339-10	AF	314
P19339-12	AF	342
P19339-13	AF	322
P19339-2	AF	352
P19339-3	AF	48
P19339-4	AF	366
P19339-5	AF	352
P19339-6	AF	364
P19339-7	AF	346
P19339-8	AF	344
P19339-9	AF	344
P19339	AF	354
P19387	AF	275
P19419	AF	428
P19424	AF	941
P19838-3	AF	788
P19838	AF	968
P19955-2	AF	153
P19970-2	AF	890
P20009	AF	327
P20067	AF	168
P20096	AF	147
P20439-2	AF	524
P20439-3	AF	500
P20480	AF	700
P20711-3	AF	402
P20711	AF	480
P20822-2	AF	385
P21274	AF	394
P21551	AF	369
P21895	AF	231
P22062	AF	227
P22132	AF	375
P22186	AF	152
P22372	AF	936
P22980-2	AF	320
P22980-3	AF	319
P23142-2	AF	566
P23142-3	AF	601
P23142	AF	703
P23246-2	AF	669
P23246	AF	707
P23441	AF	372
P23492	AF	289
P23588	AF	611
P23946	AF	247
P24295	AF	450
P24350-1	AF	368
P24350-3	AF	375
P24350	AF	396
P24388	AF	322
P24562	AF	230
P24750	AF	294
P25032	AF	354
P25037	AF	809
P25038	AF	676
P25241	AF	987
P25294	AF	352
P25429	AF	246
P25941	AF	993
P25976	AF	765
P25991	AF	765
P26465	AF	456
P26599-1	AF	531
P26599-2	AF	550
P26639-2	AF	756
P26639	AF	723
P26686-2	AF	350
P26686-3	AF	329
P26686-5	AF	355
P26686-6	AF	147
P26686	AF	376
P27352	AF	417
P27473	AF	444
P27515	AF	501
P27636	AF	974
P27672	AF	208
P27790	AF	599
P27893	AF	111
P28043	AF	179
P28063	AF	276
P28272	AF	314
P28324	AF	431
P28325	AF	142
P28329-2	AF	666
P28329-3	AF	630
P28462	AF	426
P28812	AF	628
P28999	AF	555
P29030	AF	504
P29120-2	AF	706
P29350-2	AF	556
P29350-4	AF	624
P29350	AF	595
P29457	AF	417
P29958	AF	786
P30050	AF	165
P30110	AF	229
P30260	AF	824
P30283	AF	435
P30307-2	AF	443
P30307-3	AF	430
P30307-4	AF	400
P30438	AF	92
P30767	AF	701
P30863	AF	267
P30870	AF	946
P30924	AF	861
P31361	AF	497
P31441	AF	588
P31685	AF	545
P32115-2	AF	336
P32115	AF	349
P32328	AF	564
P32502	AF	381
P32519	AF	619
P32569	AF	687
P32591	AF	825
P32742-2	AF	754
