uniprot_id	database	sequence_length
G0RUP7	AF	223
G1SRW8	AF	915
G1SVB0	AF	194
G2QG48	AF	497
G2QND5	AF	291
G2TRT4	AF	89
G2WUC4	AF	795
G2X3G1	AF	818
G2X444	AF	690
G2X4M1	AF	190
G2X4U8	AF	145
G2X5W3	AF	822
G2X670	AF	656
G2XDH0	AF	336
G2XG45	AF	928
G2XH84	AF	470
G3JF08	AF	792
G3X9X1	AF	623
G3XCV0	AF	490
G3XCX3	AF	382
G3XGC1	AF	583
G4FEF4	AF	552
G4MM92	AF	487
G4MWZ7	AF	702
G4NCK1	AF	375
G4ZHR3	AF	189
G5BQH4	AF	107
G5E8Z2	AF	850
G5EBX6-2	AF	870
G5EC37	AF	702
G5ECM9	AF	143
G5ECN5	AF	388
G5ED14	AF	289
G5EDP2	AF	412
G5EE07-2	AF	285
G5EEG1	AF	482
G5EFL9	AF	676
G5EFS4	AF	311
G5EFT5	AF	671
G5EG14-2	AF	345
G5EG14-3	AF	196
G5EG14	AF	657
G5EG38	AF	655
G5EGC3	AF	89
G5EGD2-2	AF	721
G5EGD2-3	AF	503
G7L166	AF	674
G7LCV1	AF	204
G8XHD7	AF	500
G8XR08	AF	898
G9FRD6	AF	261
H0WFA5	AF	639
H2B3G5	AF	190
H2KY86-2	AF	469
H2KY86	AF	923
H2L056	AF	613
H3BKT1	AF	185
H3JQW0	AF	545
H7FWB6	AF	276
H9L484	AF	113
I0J062	AF	215
I1C083	AF	147
I1GTC2	AF	224
I1R9A9	AF	726
I1RV22	AF	177
I1T3C7	AF	81
I1VC85	AF	77
I2HB70	AF	103
I3L5V6	AF	725
I3VE77	AF	562
I6L899-2	AF	294
I6L899	AF	631
I6LNY0	AF	409
I6S7G5	AF	84
I6WHP7	AF	130
I6XFS7	AF	188
I6XFZ8	AF	411
I6Y778	AF	454
I6YBQ3	AF	150
I6YCA3	AF	400
J3KAS2	AF	934
J4VS95	AF	89
J4VYF0	AF	940
J4WLR8	AF	901
J5J7Y8	AF	169
J7JU64	AF	68
J8G6Z1	AF	476
J9VND4	AF	785
J9W0G9	AF	575
K0DZ91	AF	668
K0E2F3	AF	559
K4D3V7	AF	475
K4REZ6	AF	257
K7N5K9	AF	94
K7WIZ6	AF	623
L0E4H0	AF	459
L7HZV6	AF	136
L7N667	AF	275
M0RCP6	AF	137
M1JJT8	AF	233
M3X9S6-2	AF	125
M3X9S6	AF	270
M3XQV7	AF	532
M3XYN3	AF	266
M5A8F1	AF	160
M9MF51	AF	550
O00232-2	AF	436
O00300	AF	401
O00308-3	AF	431
O00308-4	AF	335
O00358	AF	373
O00399	AF	190
O00401	AF	505
O00409-2	AF	468
O00716-2	AF	334
O00834	AF	456
O00899	AF	860
O00906	AF	923
O01382	AF	339
O01477	AF	691
O01498-2	AF	397
O01514	AF	744
O02607	AF	536
O02748	AF	790
O02751	AF	592
O02833	AF	605
O03685	AF	831
O04027	AF	139
O04130	AF	624
O04211	AF	111
O04350	AF	113
O04404	AF	176
O04492-2	AF	403
O04547-2	AF	102
O05236	AF	166
O05503	AF	205
O05512	AF	362
O05728	AF	94
O06582	AF	526
O06728	AF	267
O06926	AF	318
O06993	AF	757
O07177	AF	455
O07400	AF	268
O07436	AF	366
O07631	AF	612
O07747	AF	176
O07825	AF	158
O08453	AF	379
O08574	AF	370
O08586	AF	403
O08601	AF	894
O08674	AF	515
O08696	AF	760
O08717	AF	350
O08746	AF	956
O08807	AF	274
O09051	AF	106
O09107	AF	122
O09112	AF	663
O09118	AF	604
O13023	AF	272
O13402	AF	379
O13519	AF	122
O13539	AF	261
O13606	AF	517
O13705	AF	811
O13716	AF	424
O13754	AF	358
O13775	AF	716
O13776	AF	925
O13777	AF	217
O13783	AF	775
O13831	AF	697
O13850	AF	250
O13889	AF	704
O13911	AF	408
O13916	AF	80
O13921	AF	941
O13924	AF	488
O13936	AF	990
O13944	AF	945
O14019	AF	636
O14109	AF	238
O14115	AF	630
O14162	AF	785
O14174	AF	473
O14246	AF	508
O14275	AF	931
O14310	AF	933
O14327	AF	166
O14350	AF	181
O14368	AF	143
O14464	AF	93
O14543	AF	225
O14544	AF	535
O14562	AF	309
O14599	AF	106
O14717-3	AF	345
O14717-4	AF	63
O14717-6	AF	107
O14772-2	AF	340
O14772-3	AF	169
O14772	AF	607
O14810	AF	134
O14893-4	AF	44
O14893	AF	280
O14979-3	AF	244
O14979	AF	420
O15037	AF	678
O15049	AF	544
O15116	AF	133
O15143	AF	372
O15145	AF	178
O15212	AF	129
O15217-2	AF	129
O15232-2	AF	444
O15240	AF	615
O15259-4	AF	733
O15265-2	AF	945
O15318	AF	223
O15405-2	AF	571
O15519-10	AF	300
O15519-13	AF	202
O15519-3	AF	366
O15519-4	AF	235
O15519	AF	480
O15524	AF	211
O15736	AF	612
O15816	AF	711
O16053	AF	268
O16580-2	AF	470
O16850	AF	541
O16867	AF	398
O17071-2	AF	398
O17580	AF	715
O17679	AF	708
O17850	AF	317
O17894	AF	335
O18381-2	AF	838
O18381-3	AF	624
O18388	AF	884
O18734	AF	147
O18883	AF	226
O19001	AF	198
O21246	AF	116
O22056	AF	572
O22130	AF	317
O22150	AF	162
O22161	AF	930
O22224	AF	861
O22286-2	AF	343
O22287	AF	361
O22290	AF	247
O22467	AF	424
O22558	AF	546
O22785	AF	525
O22873	AF	367
O22901	AF	102
O23160	AF	320
O23179-2	AF	383
O23212-2	AF	542
O23264	AF	490
O23403-2	AF	229
O23403-3	AF	205
O23403	AF	287
O23522	AF	517
O23614-2	AF	505
O23660	AF	204
O23736	AF	514
O24031	AF	169
O24408	AF	267
O24598	AF	265
O24621	AF	571
O24629-2	AF	498
O24732	AF	545
O25001	AF	250
O25021	AF	355
O25153	AF	803
O25699	AF	336
O26859	AF	152
O26901	AF	690
O28341	AF	673
O28389	AF	86
O28434	AF	90
O28440	AF	236
O29026	AF	289
O29276	AF	238
O29370	AF	212
O29428	AF	169
O29612	AF	128
O29937	AF	253
O30971	AF	454
O31042	AF	173
O31158	AF	274
O31422	AF	55
O31505	AF	68
O31551	AF	605
O31608	AF	181
O31698	AF	147
O31743	AF	282
O31761	AF	241
O31863	AF	58
O31904	AF	378
O31949	AF	136
O32034	AF	422
O32215	AF	774
O32223	AF	358
O32231	AF	779
O32292	AF	76
O32321	AF	753
O32504	AF	300
O32583	AF	66
O33680	AF	465
O34299	AF	242
O34309	AF	866
O34344	AF	203
O34426	AF	126
O34528	AF	421
O34539	AF	392
O34614	AF	194
O34777	AF	147
O34999	AF	150
O35137	AF	399
O35257	AF	230
O35280-2	AF	382
O35284	AF	125
O35310	AF	311
O35417	AF	248
O35423-2	AF	392
O35484	AF	448
O35594-2	AF	107
O35601-2	AF	773
O35646	AF	641
O35685	AF	332
O35711-3	AF	200
O35711-4	AF	904
O35762	AF	365
O35779	AF	410
O35793	AF	184
O35817	AF	502
O35827	AF	504
O35841	AF	504
O35885	AF	263
O35903	AF	144
O36027	AF	574
O42173	AF	282
O42358	AF	292
O42653	AF	535
O42699	AF	193
O42721	AF	462
O42839	AF	719
O42861	AF	922
O42910	AF	658
O42945	AF	735
O42975	AF	972
O43029	AF	412
O43058	AF	663
O43070	AF	613
O43182-3	AF	690
O43182-4	AF	771
O43182-5	AF	562
O43182	AF	974
O43187	AF	625
O43236-4	AF	493
O43236-5	AF	331
O43236-6	AF	274
O43236-7	AF	996
O43236-8	AF	570
O43252	AF	624
O43281-3	AF	392
O43293	AF	454
O43310	AF	598
O43364	AF	376
O43390-2	AF	636
O43448	AF	404
O43502-2	AF	135
O43502	AF	376
O43543	AF	280
O43555	AF	120
O43598-2	AF	148
O43610	AF	288
O43660-2	AF	505
O43805	AF	119
O43818	AF	475
O43915	AF	354
O43927	AF	109
O44342	AF	257
O44406-2	AF	448
O44406-3	AF	242
O44406-4	AF	376
O44406	AF	582
O44445	AF	122
O44548	AF	877
O44552	AF	604
O44663	AF	69
O44739	AF	210
O45489	AF	101
O45686	AF	393
O45717	AF	293
O46098	AF	92
O46167	AF	68
O46419	AF	373
O46480	AF	345
O46504	AF	878
O48724	AF	807
O48726	AF	300
O49436	AF	660
O49523	AF	419
O49570	AF	650
O49595	AF	178
O49629	AF	310
O49711	AF	843
O50061	AF	282
O51121	AF	575
O51157	AF	901
O51309	AF	51
O52623	AF	240
O52793	AF	471
O53521	AF	600
O53561	AF	266
O53638	AF	251
O53873	AF	549
O54781	AF	681
O54788	AF	344
O54833	AF	350
O54887	AF	585
O54910	AF	364
O54923	AF	804
O54928	AF	536
O54935	AF	633
O54939	AF	306
O54992-4	AF	322
O54992	AF	473
O55004	AF	147
O55091	AF	318
O55142	AF	110
O55171	AF	453
O55233	AF	272
O57672	AF	234
O58001	AF	529
O58247	AF	778
O58275	AF	421
O58523	AF	278
O58801	AF	277
O59146	AF	142
O59469	AF	413
O59755	AF	548
O59796	AF	910
O60052	AF	294
O60062	AF	489
O60094	AF	959
O60097	AF	526
O60105	AF	482
O60129	AF	642
O60157	AF	681
O60174	AF	582
O60178	AF	286
O60182	AF	934
O60200	AF	86
O60225	AF	188
O60237-2	AF	386
O60237-4	AF	208
O60237-5	AF	515
O60240	AF	522
O60248-2	AF	178
O60248	AF	233
O60294	AF	686
O60347	AF	775
O60496	AF	412
O60502-3	AF	677
O60502-4	AF	863
O60516	AF	100
O60543	AF	219
O60548	AF	495
O60687	AF	465
O60729	AF	498
O60739	AF	113
O60812	AF	293
O60888	AF	179
O60925	AF	122
O60927	AF	126
O62140-2	AF	562
O62275	AF	965
O62589-3	AF	179
O62666	AF	631
O62703	AF	563
O62732	AF	415
O62742-2	AF	143
O62742	AF	547
O62827	AF	188
O62846	AF	209
O63852	AF	982
O64380	AF	660
O64597	AF	332
O64602	AF	510
O64647	AF	356
O64816	AF	432
O65201	AF	692
O65508	AF	377
O65567	AF	904
O66720	AF	148
O66875	AF	373
O66937	AF	485
O67178	AF	761
O67223	AF	383
O67358	AF	478
O67362	AF	176
O67615	AF	454
O67760	AF	199
O67915	AF	189
O69349	AF	393
O69762	AF	276
O70166	AF	180
O70194	AF	548
O70249	AF	345
O73777	AF	73
O74168	AF	937
O74205	AF	441
O74317	AF	113
O74343	AF	680
O74346	AF	948
O74364	AF	391
O74372	AF	282
O74388	AF	301
O74465	AF	999
O74480	AF	332
O74499	AF	113
O74522	AF	964
O74524	AF	492
O74535	AF	710
O74536	AF	576
O74560	AF	636
O74561	AF	967
O74689	AF	586
O74711	AF	592
O74751	AF	332
O74773	AF	982
O74782	AF	307
O74804	AF	490
O74846	AF	752
O74876	AF	357
O74946	AF	574
O74957	AF	834
O74958	AF	488
O74964	AF	803
O74986	AF	294
O75004	AF	501
O75143-2	AF	480
O75175	AF	753
O75190-2	AF	241
O75190-4	AF	277
O75323-2	AF	247
O75360	AF	226
O75400-5	AF	101
O75400	AF	957
O75409	AF	117
O75426-2	AF	318
O75426-4	AF	568
O75475-3	AF	329
O75475	AF	530
O75494-2	AF	261
O75496	AF	209
O75529-2	AF	325
O75529	AF	589
O75570	AF	445
O75596	AF	197
O75602-4	AF	270
O75602-5	AF	484
O75618	AF	318
O75628	AF	298
O75638-2	AF	180
O75791-2	AF	217
O75791	AF	330
O75828	AF	277
O75864-2	AF	257
O75864	AF	691
O75934	AF	225
O75937	AF	253
O75940	AF	238
O75971-2	AF	68
O75971	AF	98
O76013-2	AF	417
O76054-5	AF	320
O76070	AF	127
O76337	AF	492
O76357	AF	139
O76808	AF	554
O77237	AF	424
O77248	AF	188
O77420	AF	190
O77482	AF	174
O77537	AF	119
O77681	AF	453
O78425	AF	53
O80358-2	AF	274
O80358	AF	390
O80366	AF	234
O80448	AF	309
O80528	AF	599
O80588	AF	474
O80647	AF	836
O80742	AF	686
O80758	AF	283
O80800	AF	126
O80837	AF	190
O80852-2	AF	166
O80852	AF	215
O80866	AF	760
O81003	AF	87
O81032	AF	603
O81629-2	AF	531
O81635	AF	987
O81836	AF	314
O82132	AF	335
O82169	AF	232
O82175	AF	794
O82190	AF	992
O82210	AF	366
O82230-2	AF	180
O82234	AF	312
O82266	AF	530
O82363	AF	590
O82703	AF	111
O82784	AF	574
O82794	AF	220
O83281	AF	519
O83389	AF	791
O83777	AF	50
O83823	AF	724
O83992	AF	228
O84005	AF	100
O84078	AF	416
O84217	AF	348
O85041-2	AF	570
O85041	AF	869
O85043	AF	83
O85057	AF	543
O86109	AF	901
O86308	AF	223
O86683	AF	974
O87386	AF	987
O87942	AF	57
O88342	AF	606
O88346-3	AF	250
O88470	AF	375
O88485-2	AF	608
O88520	AF	582
O88621-2	AF	397
O88708	AF	433
O88869	AF	435
O88888	AF	571
O89017	AF	435
O89020-2	AF	430
O89020	AF	608
O89093-2	AF	96
O89110	AF	480
O93852	AF	557
O94017	AF	142
O94065	AF	803
O94083	AF	158
O94111	AF	94
O94247	AF	660
O94294	AF	886
O94303	AF	541
O94308	AF	422
O94325	AF	598
O94386	AF	427
O94395	AF	607
O94418	AF	851
O94437	AF	270
O94487	AF	624
O94495	AF	314
O94533	AF	760
O94534	AF	809
O94583	AF	182
O94619	AF	743
O94691	AF	752
O94782	AF	785
O94810	AF	467
O94864-2	AF	412
O94864-4	AF	279
O94919	AF	500
O94927-2	AF	290
O94955	AF	611
O95059	AF	124
O95073-2	AF	158
O95073	AF	299
O95147	AF	198
O95208-5	AF	356
O95208	AF	641
O95231	AF	258
O95236-2	AF	331
O95236-3	AF	202
O95238-2	AF	319
O95260	AF	518
O95407	AF	300
O95467	AF	245
O95475	AF	246
O95633-2	AF	237
O95715	AF	111
O95881	AF	172
O95931	AF	251
O95965-3	AF	401
O95983-2	AF	259
O95994	AF	175
O96533	AF	456
O96612	AF	451
O96615	AF	220
O96910	AF	76
O97524	AF	651
O97591	AF	170
O97628	AF	330
P00334	AF	256
P00358	AF	332
P00367-2	AF	391
P00378	AF	189
P00452-2	AF	736
P00508	AF	423
P00540	AF	346
P00579	AF	613
P00616	AF	152
P00635	AF	467
P00646	AF	551
P00655	AF	177
P00734	AF	622
P00738-2	AF	347
P00751-2	AF	621
P00894	AF	163
P00903	AF	187
P00905	AF	531
P00934	AF	428
P00935	AF	386
P01045	AF	619
P01098	AF	86
P01101	AF	380
P01173	AF	134
P01185	AF	164
P01215	AF	116
P01225	AF	129
P01270	AF	115
P01289-2	AF	112
P01297	AF	121
P01352	AF	104
P01362-2	AF	210
P01362	AF	271
P01481	AF	64
P01558	AF	319
P01575	AF	182
P01587	AF	141
P01588	AF	193
P01591	AF	159
P02345	AF	90
P02446	AF	98
P02448	AF	62
P02531	AF	169
P02652	AF	100
P02670	AF	192
P02752	AF	238
P02775	AF	128
P02808-2	AF	52
P02814	AF	79
P02816	AF	146
P02817-2	AF	75
P02817	AF	213
P02831	AF	443
P02833-2	AF	297
P02843	AF	439
P02856	AF	124
P02861	AF	101
P02888	AF	253
P02925	AF	296
P02967	AF	175
P03023	AF	360
P03850	AF	87
P03874	AF	630
P03879	AF	638
P03962	AF	267
P04004	AF	478
P04090-2	AF	117
P04090	AF	185
P04118	AF	112
P04152	AF	422
P04155	AF	84
P04197	AF	657
P04387	AF	435
P04476-2	AF	146
P04476	AF	220
P04644	AF	135
P04653-1	AF	206
P04705	AF	186
P04749	AF	135
P04776-2	AF	386
P04823	AF	166
P05049	AF	435
P05057	AF	253
P05059	AF	449
P05090	AF	189
P05113-2	AF	123
P05123	AF	381
P05205	AF	206
P05230-2	AF	60
P05230	AF	155
P05364	AF	381
P05386-2	AF	89
P05386	AF	114
P05408-2	AF	211
P05426	AF	260
P05468	AF	994
P05524	AF	245
P05527	AF	576
P05740	AF	184
P05747	AF	59
P05755	AF	195
P05987	AF	327
P06171	AF	419
P06200	AF	730
P06322	AF	134
P06367	AF	137
P06454-2	AF	110
P06601-2	AF	590
P06608	AF	348
P06652	AF	596
P06748-3	AF	259
P06844	AF	337
P06850	AF	196
P06865-2	AF	168
P06865	AF	529
P06869	AF	433
P07096	AF	191
P07103	AF	426
P07270	AF	312
P07291	AF	157
P07363-2	AF	557
P07507	AF	103
P07521	AF	95
P07585-4	AF	172
P07585-5	AF	75
P07602-3	AF	527
P07703	AF	335
P07834	AF	779
P07986	AF	484
P07992-3	AF	323
P07992-4	AF	225
P08018	AF	668
P08074	AF	244
P08136	AF	52
P08182-3	AF	215
P08207	AF	97
P08425	AF	469
P08463	AF	113
P08489	AF	838
P08495-2	AF	163
P08495	AF	408
P08651-4	AF	406
P08651	AF	508
P08660	AF	449
P08721	AF	317
P08729	AF	469
P08751	AF	169
P08833	AF	259
P08861	AF	270
P08874	AF	96
P08932	AF	430
P08959	AF	79
P09036	AF	80
P09056	AF	203
P09077	AF	417
P09087-2	AF	270
P09132-2	AF	110
P09132-3	AF	78
P09132	AF	144
P09346	AF	634
P09466-3	AF	86
P09466	AF	180
P09748	AF	444
P09804	AF	995
P09856	AF	190
P09858	AF	435
P09870	AF	526
P09913	AF	472
P09957	AF	541
P0A082	AF	169
P0A095	AF	182
P0A0N4	AF	188
P0A0Q2	AF	156
P0A182	AF	79
P0A239	AF	124
P0A358	AF	66
P0A5L7	AF	679
P0A5W9	AF	725
P0A6R3	AF	98
P0A6Y5	AF	292
P0A8H6	AF	169
P0A8J6	AF	87
P0A946	AF	148
P0A948	AF	194
P0A959	AF	405
P0A9E0	AF	292
P0A9I5	AF	87
P0A9K0	AF	386
P0A9M1	AF	784
P0A9P6	AF	629
P0A9S7	AF	255
P0A9T7	AF	113
P0AAA3	AF	195
P0ABD8	AF	156
P0AC00	AF	340
P0AC16	AF	122
P0AC53	AF	491
P0ACG3	AF	134
P0ACH4	AF	92
P0ACH9	AF	302
P0ACK7	AF	252
P0ACN4	AF	271
P0ACS9	AF	215
P0ACT8	AF	196
P0ACZ4	AF	204
P0ADA1	AF	208
P0ADN2	AF	112
P0ADV4	AF	185
P0AE11	AF	187
P0AE29	AF	225
P0AE70	AF	111
P0AE91	AF	157
P0AEE8	AF	278
P0AEN1	AF	233
P0AES9	AF	110
P0AEW9	AF	312
P0AEX9	AF	396
P0AF23	AF	406
P0AF61	AF	98
P0AFI5	AF	310
P0AFM2	AF	330
P0AFP2	AF	129
P0AFS3	AF	240
P0AFU4	AF	444
P0AFZ5	AF	169
P0AG11	AF	139
P0AG21	AF	744
P0AG76	AF	400
P0AGA7	AF	196
P0AGG2	AF	286
P0C079	AF	79
P0C0Q1	AF	282
P0C0V8	AF	87
P0C0X0	AF	67
P0C0Y5	AF	267
P0C1D3	AF	993
P0C1D6	AF	657
P0C1Q0	AF	421
P0C2D7	AF	88
P0C2I4	AF	478
P0C2S4	AF	625
P0C2T2	AF	325
P0C311	AF	249
P0C5F2	AF	36
P0C6E7	AF	568
P0C7H8	AF	128
P0C7L0-2	AF	451
P0C7M6	AF	154
P0C7P5	AF	193
P0C7R0	AF	761
P0C7T4	AF	53
P0C7T5	AF	689
P0C8E7	AF	114
P0C8M0	AF	69
P0C8P9	AF	57
P0CAY2	AF	53
P0CAZ1	AF	899
P0CB05	AF	711
P0CB08	AF	64
P0CB09	AF	78
P0CB15	AF	221
P0CB20	AF	123
P0CE29	AF	95
P0CG10	AF	540
P0CG19	AF	228
P0CG20	AF	571
P0CG36	AF	223
P0CG57	AF	118
P0CG63	AF	381
P0CG69	AF	763
P0CH43	AF	79
P0CH64	AF	225
P0CJ53	AF	256
P0CJ85	AF	424
P0CM44	AF	957
P0CM87	AF	115
P0CN07	AF	279
P0CN50	AF	463
P0CN58	AF	846
P0CO50	AF	751
P0CP16	AF	671
P0CP21	AF	493
P0CP24	AF	213
P0CQ45	AF	408
P0CR29	AF	463
P0CR42	AF	449
P0CS53	AF	569
P0CT04	AF	75
P0CT91	AF	416
P0CU09	AF	235
P0CV45	AF	556
P0CV57	AF	720
P0CX34	AF	63
P0CX37	AF	236
P0CY83	AF	76
P0CZ00	AF	812
P0CZ04	AF	133
P0DA53	AF	282
P0DB79	AF	142
P0DG93	AF	92
P0DI81-2	AF	124
P0DI81	AF	140
P0DJ14	AF	255
P0DJ29-2	AF	449
P0DJ29	AF	578
P0DJ69	AF	71
P0DJ95	AF	56
P0DJA3	AF	423
P0DJD4	AF	496
P0DJI6	AF	106
P0DJM0	AF	800
P0DKM5	AF	95
P0DL50	AF	80
P0DMB5	AF	334
P0DMC4	AF	54
P0DMJ4	AF	56
P0DO97	AF	292
P0DOC7	AF	647
P0DP57	AF	97
P0DPA6	AF	439
P0DPH6	AF	88
P0DPK3-2	AF	249
P0DPZ0	AF	79
P0DQH9	AF	172
P0DQJ1	AF	51
P0DQS1	AF	76
P0DQT9	AF	62
P0DQZ3	AF	115
P0DRA3	AF	65
P0DSO2	AF	92
P0DTK9	AF	627
P0DTR9	AF	101
P0DTS1	AF	382
P0DTX3	AF	64
P0DUM6	AF	93
P0DUM7	AF	554
P0DUN9	AF	58
P0DUT6	AF	66
P0DUZ5	AF	312
P0DV56	AF	222
P0DW04	AF	799
P0DW48	AF	684
P0DW63	AF	214
P0DW68	AF	984
P0DX02	AF	649
P0DX06	AF	486
P0DX85	AF	333
P0DX93	AF	487
P0DXA8	AF	230
P0DXG1	AF	976
P0DXW2	AF	359
P0DXW4	AF	55
P0DY24	AF	61
P0DY26	AF	87
P10026	AF	127
P10128	AF	250
P10146-2	AF	91
P10184-2	AF	451
P10400	AF	120
P10476	AF	962
P10505	AF	665
P10582	AF	929
P10619-2	AF	463
P10723	AF	548
P10735	AF	140
P10802	AF	638
P10815	AF	482
P10836	AF	82
P11048	AF	665
P11180	AF	647
P11242	AF	123
P11245	AF	290
P11260	AF	357
P11280	AF	142
P11308-2	AF	363
P11308-3	AF	486
P11308-5	AF	317
P11437	AF	907
P11478	AF	93
P11524	AF	147
P11560	AF	443
P11562	AF	249
P11880	AF	452
P11883	AF	453
P11922	AF	985
P11972	AF	698
P11996	AF	789
P12019	AF	452
P12026	AF	87
P12052	AF	229
P12106	AF	920
P12272-2	AF	175
P12297-3	AF	748
P12297	AF	963
P12416	AF	88
P12611	AF	486
P12656	AF	138
P12710	AF	127
P12730	AF	181
P12763	AF	359
P12884	AF	83
P12962	AF	161
P12974	AF	131
P13039	AF	400
P13051-2	AF	304
P13068	AF	57
P13086	AF	346
P13095	AF	152
P13125	AF	65
P13207	AF	167
P13233	AF	420
P13264-2	AF	603
P13439	AF	481
P13460	AF	202
P13461	AF	147
P13469	AF	542
P13484	AF	673
P13489	AF	461
P13645	AF	584
P13667	AF	645
P13676	AF	732
P13804-2	AF	284
P13984	AF	249
P14003	AF	337
P14016	AF	181
P14061	AF	328
P14081	AF	614
P14126	AF	387
P14138-3	AF	219
P14165	AF	428
P14195	AF	797
P14291	AF	827
P14325	AF	779
P14328	AF	600
P14606	AF	814
P14680	AF	807
P14724	AF	124
P14736	AF	754
P14765	AF	97
P14775	AF	96
P14843	AF	370
P14844	AF	148
P14865	AF	457
P14870	AF	579
P14908	AF	341
P14922	AF	966
P15025	AF	390
P15036	AF	469
P15156	AF	695
P15180	AF	591
P15244	AF	313
P15248	AF	144
P15373	AF	111
P15558	AF	774
P15612	AF	367
P15636	AF	653
P15696	AF	195
P15744	AF	216
P15873	AF	258
P15891	AF	592
P15927	AF	270
P16126	AF	520
P16218	AF	900
P16220-3	AF	230
P16220	AF	327
P16303	AF	565
P16333-2	AF	313
P16539	AF	409
P16664	AF	663
P16860	AF	134
P17054	AF	524
P17065	AF	759
P17074	AF	145
P17085-3	AF	176
P17096-2	AF	96
P17096-3	AF	179
P17306	AF	55
P17433	AF	272
P17535	AF	347
P17707	AF	334
P17735	AF	454
P17744	AF	502
P17839	AF	252
P18023	AF	343
P18153-2	AF	242
P18153	AF	321
P18204	AF	395
P18406	AF	379
P18483	AF	768
P18485	AF	485
P18509	AF	176
P18615-4	AF	350
P18653	AF	724
P18759	AF	758
P18846-2	AF	136
P18846	AF	271
P18894	AF	345
P19080	AF	127
P19093	AF	241
P19172	AF	302
P19313	AF	141
P19339-11	AF	42
P19339-14	AF	360
P19388	AF	210
P19419-2	AF	95
P19425	AF	97
P19427	AF	201
P19468	AF	637
P19569	AF	141
P19595	AF	477
P19636	AF	295
P19729	AF	92
P19735	AF	899
P19838-2	AF	969
P19879	AF	299
P19926	AF	413
P19955	AF	123
P19963	AF	145
P19970	AF	989
P20009-2	AF	322
P20052	AF	293
P20067-2	AF	148
P20095	AF	876
P20134	AF	766
P20189	AF	892
P20294	AF	200
P20394	AF	87
P20396	AF	242
P20433	AF	221
P20439	AF	530
P20485	AF	582
P20607	AF	211
P20711-2	AF	338
P20711-4	AF	387
P20767	AF	104
P20771	AF	199
P20784	AF	348
P20800	AF	178
P20822	AF	385
P20933	AF	346
P21169	AF	711
P21224	AF	338
P21266	AF	225
P21328	AF	916
P21340	AF	172
P21374	AF	235
P21520	AF	799
P21529	AF	508
P21563	AF	108
P21614	AF	476
P21651	AF	314
P21828	AF	262
P21922	AF	253
P21952	AF	449
P22022	AF	555
P22091	AF	329
P22141	AF	198
P22216	AF	821
P22222	AF	548
P22287	AF	63
P22301	AF	178
P22327	AF	624
P22355	AF	376
P22388	AF	202
P22414	AF	906
P22438	AF	575
P22467	AF	994
P22524	AF	234
P22699	AF	705
P22809	AF	382
P22810	AF	542
P22947	AF	60
P22980	AF	324
P23031	AF	619
P23106	AF	281
P23142-4	AF	683
P23159	AF	111
P23176	AF	639
P23202	AF	354
P23434	AF	173
P23588-2	AF	572
P23591	AF	321
P23638	AF	258
P23647	AF	805
P23695	AF	181
P23748	AF	554
P23873	AF	88
P23906	AF	349
P23946-2	AF	136
P23955	AF	577
P24131	AF	897
P24193	AF	336
P24228	AF	477
P24251	AF	133
P24279	AF	971
P24350-4	AF	394
P24482	AF	689
P24488	AF	334
P24500	AF	129
P24543	AF	361
P24575	AF	388
P24610	AF	479
P24720	AF	663
P24801	AF	340
P24813	AF	409
P24867	AF	279
P24870	AF	427
P25007	AF	227
P25040	AF	408
P25042	AF	368
P25046	AF	220
P25052	AF	236
P25053	AF	205
P25084	AF	239
P25208	AF	207
P25233	AF	325
P25239	AF	998
P25260	AF	274
P25261	AF	335
P25295	AF	446
P25298	AF	677
P25306	AF	595
P25311	AF	298
P25343	AF	265
P25344	AF	346
P25444	AF	293
P25451	AF	205
P25569	AF	745
P25576	AF	258
P25586	AF	316
P25605	AF	309
P25632	AF	483
P25646	AF	442
P25649	AF	128
P25651	AF	190
P25693	AF	308
P25701	AF	136
P25726	AF	545
P25810	AF	87
P25888	AF	454
P25963	AF	317
P25976-2	AF	728
P25991-4	AF	733
P26309	AF	610
P26374	AF	656
P26380	AF	163
P26394	AF	183
P26450	AF	724
P26473	AF	269
P26583	AF	209
P26586	AF	271
P26599	AF	557
P26631	AF	62
P26644	AF	297
P26686-4	AF	135
P26686-7	AF	216
P26802	AF	687
P26889	AF	267
P26948	AF	170
P27016	AF	308
P27033	AF	747
P27049	AF	158
P27187	AF	96
P27342	AF	147
P27352-2	AF	392
P27366	AF	350
P27539	AF	372
P27768	AF	182
P27882	AF	189
P27918	AF	469
P27926	AF	924
P27987-2	AF	644
P27987	AF	946
P28004	AF	379
P28037	AF	902
P28194	AF	127
P28263	AF	218
P28305	AF	269
P28324-2	AF	405
P28329	AF	748
P28355	AF	577
P28495	AF	268
P28562	AF	367
P28625	AF	365
P28630	AF	343
P28669	AF	640
P28707	AF	216
P28741	AF	701
P28743	AF	706
P28817	AF	500
P28870	AF	124
P29120	AF	753
P29146	AF	793
P29241	AF	282
P29338	AF	217
P29350-3	AF	597
P29461	AF	750
P29547	AF	415
P29555-2	AF	330
P29555	AF	590
P29564	AF	231
P29594	AF	452
P29717	AF	438
P29747	AF	516
P29808	AF	271
P30011	AF	297
P30034	AF	90
P30050-2	AF	132
P30078	AF	232
P30152	AF	198
P30176	AF	160
P30181	AF	916
