protein_id,n_verts,n_violations,violation_frac,n_violations_in_query,max_abs_esp_overall,max_abs_esp_violation,max_abs_esp_clean,max_penetration_A
AF-O60094-F1,132670,0,0.0,0,18.193117141723633,nan,18.193117141723633,nan
AF-O74876-F1,73168,0,0.0,0,11.29157829284668,nan,11.29157829284668,nan
AF-O67178-F1,94290,0,0.0,0,28.222137451171875,nan,28.222137451171875,nan
AF-O74343-F1,100981,0,0.0,0,21.646657943725586,nan,21.646657943725586,nan
AF-O74560-F1,109988,0,0.0,0,20.40802574157715,nan,20.40802574157715,nan
AF-O75426-2-F1,54317,0,0.0,0,14.21432113647461,nan,14.21432113647461,nan
AF-O75864-2-F1,58474,0,0.0,0,13.19814682006836,nan,13.19814682006836,nan
AF-O77248-F1,27939,0,0.0,0,11.58407974243164,nan,11.58407974243164,nan
AF-O75940-F1,47659,0,0.0,0,13.163394927978516,nan,13.163394927978516,nan
AF-O77482-F1,26588,0,0.0,0,9.724846839904785,nan,9.724846839904785,nan
AF-O84005-F1,19957,0,0.0,0,11.08132266998291,nan,11.08132266998291,nan
AF-O75400-2-F1,182557,0,0.0,0,14.126531600952148,nan,14.126531600952148,nan
AF-O75864-F1,105523,0,0.0,0,17.331674575805664,nan,17.331674575805664,nan
AF-O77681-F1,79320,0,0.0,0,12.859748840332031,nan,12.859748840332031,nan
AF-O75400-3-F1,186734,0,0.0,0,15.014816284179688,nan,15.014816284179688,nan
AF-O82784-F1,60287,0,0.0,0,30.918216705322266,nan,30.918216705322266,nan
AF-O75400-F1,189632,0,0.0,0,14.884385108947754,nan,14.884385108947754,nan
AF-O88342-F1,58485,0,0.0,0,18.105745315551758,nan,18.105745315551758,nan
AF-O88346-3-F1,58673,0,0.0,0,9.700193405151367,nan,9.700193405151367,nan
AF-O85041-2-F1,115749,0,0.0,0,19.475828170776367,nan,19.475828170776367,nan
AF-O85057-F1,82148,0,0.0,0,25.675479888916016,nan,25.675479888916016,nan
AF-O95059-F1,19529,0,0.0,0,9.334896087646484,nan,9.334896087646484,nan
AF-O87386-F1,109967,0,0.0,0,31.539796829223633,nan,31.539796829223633,nan
AF-O95881-F1,24918,0,0.0,0,17.567502975463867,nan,17.567502975463867,nan
AF-O94864-4-F1,59345,0,0.0,0,9.416905403137207,nan,9.416905403137207,nan
AF-O95467-F1,60122,0,0.0,0,11.663984298706055,nan,11.663984298706055,nan
AF-O85041-F1,185396,0,0.0,0,15.40002727508545,nan,15.40002727508545,nan
AF-O95994-F1,26872,0,0.0,0,17.619327545166016,nan,17.619327545166016,nan
AF-O94418-F1,124968,0,0.0,0,12.195883750915527,nan,12.195883750915527,nan
AF-O94919-F1,79437,0,0.0,0,14.141374588012695,nan,14.141374588012695,nan
AF-O96910-F1,14127,0,0.0,0,12.148923873901367,nan,12.148923873901367,nan
AF-P04090-2-F1,26293,0,0.0,0,12.230666160583496,nan,12.230666160583496,nan
AF-O94691-F1,142465,0,0.0,0,24.652957916259766,nan,24.652957916259766,nan
AF-P04644-F1,25800,0,0.0,0,22.044973373413086,nan,22.044973373413086,nan
AF-O96533-2-F1,77380,0,0.0,0,17.284120559692383,nan,17.284120559692383,nan
AF-O96612-F1,70939,0,0.0,0,14.32181453704834,nan,14.32181453704834,nan
AF-O96533-F1,77177,0,0.0,0,16.999727249145508,nan,16.999727249145508,nan
AF-P05090-F1,27138,0,0.0,0,17.344999313354492,nan,17.344999313354492,nan
AF-P04776-2-F1,65364,0,0.0,0,16.300537109375,nan,16.300537109375,nan
AF-P00751-2-F1,96061,0,0.0,0,30.548322677612305,nan,30.548322677612305,nan
AF-P05049-F1,65586,0,0.0,0,18.2888240814209,nan,18.2888240814209,nan
AF-P05524-2-F1,49403,0,0.0,0,22.900239944458008,nan,22.900239944458008,nan
AF-P08207-F1,16066,0,0.0,0,8.86744499206543,nan,8.86744499206543,nan
AF-P02831-F1,98390,0,0.0,0,20.23101234436035,nan,20.23101234436035,nan
AF-P08495-2-F1,22635,0,0.0,0,11.530875205993652,nan,11.530875205993652,nan
AF-P05059-F1,102938,0,0.0,0,15.962808609008789,nan,15.962808609008789,nan
AF-P09132-2-F1,17766,0,0.0,0,13.403182983398438,nan,13.403182983398438,nan
AF-P09132-3-F1,17112,0,0.0,0,8.802142143249512,nan,8.802142143249512,nan
AF-P09132-F1,23654,0,0.0,0,17.647966384887695,nan,17.647966384887695,nan
AF-P08495-F1,47080,0,0.0,0,14.391284942626953,nan,14.391284942626953,nan
AF-P08833-F1,45365,0,0.0,0,12.248893737792969,nan,12.248893737792969,nan
AF-P09466-2-F1,27703,0,0.0,0,9.177987098693848,nan,9.177987098693848,nan
AF-P09466-3-F1,18668,0,0.0,0,10.97359561920166,nan,10.97359561920166,nan
AF-P0A182-F1,12488,0,0.0,0,16.34684944152832,nan,16.34684944152832,nan
AF-P09466-F1,24364,0,0.0,0,14.186931610107422,nan,14.186931610107422,nan
AF-P0A8J6-F1,13682,0,0.0,0,10.39714527130127,nan,10.39714527130127,nan
AF-P0A946-F1,19553,0,0.0,0,17.621904373168945,nan,17.621904373168945,nan
AF-P0AC16-F1,17057,0,0.0,0,12.722589492797852,nan,12.722589492797852,nan
AF-P0AAA3-F1,28774,0,0.0,0,9.742238998413086,nan,9.742238998413086,nan
AF-P0A6Y5-F1,37617,0,0.0,0,21.173297882080078,nan,21.173297882080078,nan
AF-P0A9S7-F1,32151,0,0.0,0,18.425960540771484,nan,18.425960540771484,nan
AF-P05527-F1,125844,0,0.0,0,12.262166023254395,nan,12.262166023254395,nan
AF-P07834-F1,124466,0,0.0,0,14.331236839294434,nan,14.331236839294434,nan
AF-P0AFP2-F1,21619,0,0.0,0,15.163382530212402,nan,15.163382530212402,nan
AF-P0ACK7-F1,32223,0,0.0,0,35.425811767578125,nan,35.425811767578125,nan
AF-P0ACT8-F1,25584,0,0.0,0,10.492124557495117,nan,10.492124557495117,nan
AF-P0C7T4-F1,11645,0,0.0,0,8.204651832580566,nan,8.204651832580566,nan
AF-P0C8P9-F1,12497,0,0.0,0,11.185286521911621,nan,11.185286521911621,nan
AF-P0CAY2-F1,10142,0,0.0,0,12.092108726501465,nan,12.092108726501465,nan
AF-P0AGG2-F1,36131,0,0.0,0,15.501148223876953,nan,15.501148223876953,nan
AF-P0CH43-F1,14893,0,0.0,0,9.653854370117188,nan,9.653854370117188,nan
AF-P0CB15-F1,27464,0,0.0,0,11.618547439575195,nan,11.618547439575195,nan
AF-P0CX34-F1,14844,0,0.0,0,15.372509002685547,nan,15.372509002685547,nan
AF-P0A9M1-F1,106087,0,0.0,0,26.320234298706055,nan,26.320234298706055,nan
AF-P0DMJ4-F1,7878,0,0.0,0,10.411455154418945,nan,10.411455154418945,nan
AF-P0DP57-F1,15063,0,0.0,0,9.210086822509766,nan,9.210086822509766,nan
AF-P0C7R0-F1,107114,0,0.0,0,15.70544719696045,nan,15.70544719696045,nan
AF-P0DQS1-F1,14321,0,0.0,0,11.9225435256958,nan,11.9225435256958,nan
AF-P0DQT9-F1,11649,0,0.0,0,14.032278060913086,nan,14.032278060913086,nan
AF-P0CR29-F1,68775,0,0.0,0,23.443557739257812,nan,23.443557739257812,nan
AF-P0DJ29-2-F1,80453,0,0.0,0,19.319990158081055,nan,19.319990158081055,nan
AF-P0CP21-F1,64629,0,0.0,0,20.094688415527344,nan,20.094688415527344,nan
AF-P0DY26-F1,18835,0,0.0,0,13.242222785949707,nan,13.242222785949707,nan
AF-P0CP16-F1,130883,0,0.0,0,22.641847610473633,nan,22.641847610473633,nan
AF-P0DUZ5-F1,57280,0,0.0,0,13.198954582214355,nan,13.198954582214355,nan
AF-P0CO50-F1,127144,0,0.0,0,30.819921493530273,nan,30.819921493530273,nan
AF-P0DW63-F1,25240,0,0.0,0,11.92358112335205,nan,11.92358112335205,nan
AF-P12974-F1,19941,0,0.0,0,11.697128295898438,nan,11.697128295898438,nan
AF-P12884-F1,11693,0,0.0,0,14.158648490905762,nan,14.158648490905762,nan
AF-P11524-F1,23802,0,0.0,0,17.03717613220215,nan,17.03717613220215,nan
AF-P13207-F1,38366,0,0.0,0,12.176095962524414,nan,12.176095962524414,nan
AF-P11308-2-F1,70530,0,0.0,0,11.325697898864746,nan,11.325697898864746,nan
AF-P14138-3-F1,50656,0,0.0,0,13.408782005310059,nan,13.408782005310059,nan
AF-P14061-F1,43655,0,0.0,0,20.714515686035156,nan,20.714515686035156,nan
AF-P14843-F1,42260,0,0.0,0,20.849124908447266,nan,20.849124908447266,nan
AF-P17096-3-F1,44147,0,0.0,0,16.53723907470703,nan,16.53723907470703,nan
AF-P13489-F1,45774,0,0.0,0,21.298749923706055,nan,21.298749923706055,nan
AF-P0DW68-F1,124340,0,0.0,0,24.731487274169922,nan,24.731487274169922,nan
AF-P19729-F1,16900,0,0.0,0,11.116660118103027,nan,11.116660118103027,nan
AF-P18023-F1,57592,0,0.0,0,28.743318557739258,nan,28.743318557739258,nan
AF-P18153-2-F1,39639,0,0.0,0,14.63776969909668,nan,14.63776969909668,nan
AF-P17535-F1,74857,0,0.0,0,9.251643180847168,nan,9.251643180847168,nan
AF-P18153-F1,42726,0,0.0,0,24.222835540771484,nan,24.222835540771484,nan
AF-P14606-F1,127233,0,0.0,0,33.172271728515625,nan,33.172271728515625,nan
AF-P21529-F1,61179,0,0.0,0,15.763078689575195,nan,15.763078689575195,nan
AF-P22524-F1,36468,0,0.0,0,16.040849685668945,nan,16.040849685668945,nan
AF-P23906-F1,75462,0,0.0,0,18.14278221130371,nan,18.14278221130371,nan
AF-P22809-F1,86820,0,0.0,0,14.79448127746582,nan,14.79448127746582,nan
AF-P24482-F1,100508,0,0.0,0,14.415953636169434,nan,14.415953636169434,nan
AF-P22022-F1,134223,0,0.0,0,11.719493865966797,nan,11.719493865966797,nan
AF-P23142-4-F1,109423,0,0.0,0,20.683446884155273,nan,20.683446884155273,nan
AF-P25040-F1,67409,0,0.0,0,16.395959854125977,nan,16.395959854125977,nan
AF-P25586-F1,57292,0,0.0,0,18.013938903808594,nan,18.013938903808594,nan
AF-P25042-F1,85949,0,0.0,0,16.802614212036133,nan,16.802614212036133,nan
AF-P25701-F1,25170,0,0.0,0,14.809796333312988,nan,14.809796333312988,nan
AF-P25649-F1,26294,0,0.0,0,10.072981834411621,nan,10.072981834411621,nan
AF-P26948-F1,20527,0,0.0,0,8.88521671295166,nan,8.88521671295166,nan
AF-P27187-F1,14425,0,0.0,0,13.124673843383789,nan,13.124673843383789,nan
AF-P24610-F1,100064,0,0.0,0,20.882183074951172,nan,20.882183074951172,nan
AF-P25646-F1,52980,0,0.0,0,20.004167556762695,nan,20.004167556762695,nan
AF-P25632-F1,91485,0,0.0,0,15.605624198913574,nan,15.605624198913574,nan
AF-P27882-F1,32131,0,0.0,0,10.669507026672363,nan,10.669507026672363,nan
AF-P28495-F1,40668,0,0.0,0,16.442012786865234,nan,16.442012786865234,nan
AF-P31110-F1,21056,0,0.0,0,10.311595916748047,nan,10.311595916748047,nan
AF-P31006-F1,25840,0,0.0,0,23.842769622802734,nan,23.842769622802734,nan
AF-P31200-F1,13085,0,0.0,0,10.53349781036377,nan,10.53349781036377,nan
AF-P28630-F1,48311,0,0.0,0,17.067829132080078,nan,17.067829132080078,nan
AF-P28625-F1,42642,0,0.0,0,17.178630828857422,nan,17.178630828857422,nan
AF-P28004-F1,87098,0,0.0,0,14.333047866821289,nan,14.333047866821289,nan
AF-P29594-F1,67377,0,0.0,0,22.53192138671875,nan,22.53192138671875,nan
AF-P32099-F1,41682,0,0.0,0,28.358169555664062,nan,28.358169555664062,nan
AF-P32614-F1,47510,0,0.0,0,76.01121520996094,nan,76.01121520996094,nan
AF-P34326-F1,39893,0,0.0,0,15.66582202911377,nan,15.66582202911377,nan
AF-P34130-F1,39863,0,0.0,0,13.118480682373047,nan,13.118480682373047,nan
AF-P34552-4-F1,79210,0,0.0,0,10.329521179199219,nan,10.329521179199219,nan
AF-P37562-F1,48275,0,0.0,0,13.286986351013184,nan,13.286986351013184,nan
AF-P37614-F1,15205,0,0.0,0,15.863903045654297,nan,15.863903045654297,nan
AF-P36188-10-F1,58741,0,0.0,0,14.877208709716797,nan,14.877208709716797,nan
AF-P30260-2-F1,141397,0,0.0,0,14.770454406738281,nan,14.770454406738281,nan
AF-P34552-2-F1,127500,0,0.0,0,11.483549118041992,nan,11.483549118041992,nan
AF-P34552-3-F1,122312,0,0.0,0,16.006080627441406,nan,16.006080627441406,nan
AF-P38571-2-F1,40548,0,0.0,0,11.733014106750488,nan,11.733014106750488,nan
AF-P36041-F1,150109,0,0.0,0,13.68700122833252,nan,13.68700122833252,nan
AF-P38912-F1,28578,0,0.0,0,12.637960433959961,nan,12.637960433959961,nan
AF-P34552-F1,133505,0,0.0,0,15.275824546813965,nan,15.275824546813965,nan
AF-P39825-F1,14241,0,0.0,0,7.643735408782959,nan,7.643735408782959,nan
AF-P38236-F1,85318,0,0.0,0,10.238848686218262,nan,10.238848686218262,nan
AF-P38782-F1,55228,0,0.0,0,11.688335418701172,nan,11.688335418701172,nan
AF-P41694-F1,28964,0,0.0,0,12.236580848693848,nan,12.236580848693848,nan
AF-P39009-F1,76412,0,0.0,0,14.610949516296387,nan,14.610949516296387,nan
AF-P40923-F1,44375,0,0.0,0,12.771072387695312,nan,12.771072387695312,nan
AF-P41205-F1,43795,0,0.0,0,23.305316925048828,nan,23.305316925048828,nan
AF-P38352-F1,88307,0,0.0,0,23.325355529785156,nan,23.325355529785156,nan
AF-P42743-F1,23096,0,0.0,0,9.213879585266113,nan,9.213879585266113,nan
AF-P43780-F1,16729,0,0.0,0,9.736929893493652,nan,9.736929893493652,nan
AF-P42771-2-F1,18535,0,0.0,0,9.475812911987305,nan,9.475812911987305,nan
AF-P38308-F1,184302,0,0.0,0,22.255277633666992,nan,22.255277633666992,nan
AF-P42759-F1,63730,0,0.0,0,10.06648063659668,nan,10.06648063659668,nan
AF-P39744-F1,113617,0,0.0,0,16.22136116027832,nan,16.22136116027832,nan
AF-P42698-F1,77612,0,0.0,0,11.909610748291016,nan,11.909610748291016,nan
AF-P46003-F1,16407,0,0.0,0,9.221014976501465,nan,9.221014976501465,nan
AF-P46350-F1,10555,0,0.0,0,13.540901184082031,nan,13.540901184082031,nan
AF-P45985-F1,58459,0,0.0,0,14.900634765625,nan,14.900634765625,nan
AF-P46690-F1,17816,0,0.0,0,13.766324043273926,nan,13.766324043273926,nan
AF-P45985-2-F1,61411,0,0.0,0,15.680048942565918,nan,15.680048942565918,nan
AF-P45727-F1,73344,0,0.0,0,16.94911766052246,nan,16.94911766052246,nan
AF-P47691-F1,36742,0,0.0,0,21.27874755859375,nan,21.27874755859375,nan
AF-P47915-F1,36623,0,0.0,0,20.411693572998047,nan,20.411693572998047,nan
AF-P47845-F1,39856,0,0.0,0,11.790968894958496,nan,11.790968894958496,nan
AF-P39955-F1,176353,0,0.0,0,19.616077423095703,nan,19.616077423095703,nan
AF-P49126-F1,17398,0,0.0,0,11.776290893554688,nan,11.776290893554688,nan
AF-P49458-2-F1,14060,0,0.0,0,10.64234733581543,nan,10.64234733581543,nan
AF-P47486-F1,93430,0,0.0,0,39.00595474243164,nan,39.00595474243164,nan
AF-P46997-F1,126275,0,0.0,0,16.278717041015625,nan,16.278717041015625,nan
AF-P49518-F1,42228,0,0.0,0,29.276966094970703,nan,29.276966094970703,nan
AF-P49756-4-F1,38529,0,0.0,0,10.096883773803711,nan,10.096883773803711,nan
AF-P48732-F1,78597,0,0.0,0,15.809931755065918,nan,15.809931755065918,nan
AF-P49294-F1,76337,0,0.0,0,15.647819519042969,nan,15.647819519042969,nan
AF-P49921-F1,20002,0,0.0,0,8.098929405212402,nan,8.098929405212402,nan
AF-P48840-F1,107497,0,0.0,0,31.849464416503906,nan,31.849464416503906,nan
AF-P49813-F1,60334,0,0.0,0,17.44921112060547,nan,17.44921112060547,nan
AF-P51208-F1,37334,0,0.0,0,23.383731842041016,nan,23.383731842041016,nan
AF-P49762-2-F1,103260,0,0.0,0,15.61193561553955,nan,15.61193561553955,nan
AF-P49762-3-F1,87215,0,0.0,0,23.555753707885742,nan,23.555753707885742,nan
AF-P46071-F1,169252,0,0.0,0,19.738309860229492,nan,19.738309860229492,nan
AF-P52836-F1,36071,0,0.0,0,43.75846862792969,nan,43.75846862792969,nan
AF-P53321-F1,26408,0,0.0,0,15.092500686645508,nan,15.092500686645508,nan
AF-P53251-F1,48447,0,0.0,0,17.135217666625977,nan,17.135217666625977,nan
AF-P49762-F1,162417,0,0.0,0,13.722282409667969,nan,13.722282409667969,nan
AF-P53820-F1,12724,0,0.0,0,7.758498191833496,nan,7.758498191833496,nan
AF-P53118-F1,87102,0,0.0,0,19.802322387695312,nan,19.802322387695312,nan
AF-P53197-F1,90627,0,0.0,0,15.622882843017578,nan,15.622882843017578,nan
AF-P53201-F1,99738,0,0.0,0,15.371781349182129,nan,15.371781349182129,nan
AF-P51617-3-F1,118627,0,0.0,0,14.26912784576416,nan,14.26912784576416,nan
AF-P53743-F1,65944,0,0.0,0,14.678753852844238,nan,14.678753852844238,nan
AF-P55240-F1,15780,0,0.0,0,11.352373123168945,nan,11.352373123168945,nan
AF-P53851-F1,55694,0,0.0,0,20.299020767211914,nan,20.299020767211914,nan
AF-P54352-2-F1,74738,0,0.0,0,23.669227600097656,nan,23.669227600097656,nan
AF-P55830-2-F1,35832,0,0.0,0,12.952741622924805,nan,12.952741622924805,nan
AF-P54823-F1,65013,0,0.0,0,26.201383590698242,nan,26.201383590698242,nan
AF-P55612-F1,49380,0,0.0,0,28.357439041137695,nan,28.357439041137695,nan
AF-P57077-F1,29755,0,0.0,0,11.341686248779297,nan,11.341686248779297,nan
AF-P57077-1-F1,54501,0,0.0,0,10.918259620666504,nan,10.918259620666504,nan
AF-P54256-2-F1,134765,0,0.0,0,19.227243423461914,nan,19.227243423461914,nan
AF-P59282-F1,26907,0,0.0,0,12.774025917053223,nan,12.774025917053223,nan
AF-P55465-F1,111908,0,0.0,0,20.699026107788086,nan,20.699026107788086,nan
AF-P60896-F1,16381,0,0.0,0,14.698261260986328,nan,14.698261260986328,nan
AF-P60408-F1,35575,0,0.0,0,25.37059783935547,nan,25.37059783935547,nan
AF-P62089-F1,27898,0,0.0,0,11.967662811279297,nan,11.967662811279297,nan
AF-P55965-F1,140222,0,0.0,0,16.99217987060547,nan,16.99217987060547,nan
AF-P62281-F1,27683,0,0.0,0,19.54935646057129,nan,19.54935646057129,nan
AF-P66726-F1,11960,0,0.0,0,9.426692962646484,nan,9.426692962646484,nan
AF-P64524-F1,19759,0,0.0,0,15.99718189239502,nan,15.99718189239502,nan
AF-P63072-F1,23824,0,0.0,0,11.16408920288086,nan,11.16408920288086,nan
AF-P58742-F1,75972,0,0.0,0,21.498172760009766,nan,21.498172760009766,nan
AF-P67463-F1,12891,0,0.0,0,10.142319679260254,nan,10.142319679260254,nan
AF-P69850-F1,20277,0,0.0,0,15.8305082321167,nan,15.8305082321167,nan
AF-P57993-F1,104067,0,0.0,0,14.371573448181152,nan,14.371573448181152,nan
AF-P74794-F1,12498,0,0.0,0,9.694247245788574,nan,9.694247245788574,nan
AF-P67860-2-F1,36318,0,0.0,0,15.759180068969727,nan,15.759180068969727,nan
AF-P74327-F1,22864,0,0.0,0,15.792207717895508,nan,15.792207717895508,nan
AF-P76341-F1,21718,0,0.0,0,12.913839340209961,nan,12.913839340209961,nan
AF-P75862-F1,24708,0,0.0,0,9.311717987060547,nan,9.311717987060547,nan
AF-P80876-F1,18019,0,0.0,0,9.74089241027832,nan,9.74089241027832,nan
AF-P81584-F1,38035,0,0.0,0,8.987162590026855,nan,8.987162590026855,nan
AF-P82733-F1,20717,0,0.0,0,11.937100410461426,nan,11.937100410461426,nan
AF-P82946-F1,11447,0,0.0,0,8.144119262695312,nan,8.144119262695312,nan
AF-P83579-F1,9125,0,0.0,0,8.74271011352539,nan,8.74271011352539,nan
AF-P80067-F1,55321,0,0.0,0,22.6320858001709,nan,22.6320858001709,nan
AF-P83253-F1,21275,0,0.0,0,10.863840103149414,nan,10.863840103149414,nan
AF-P84408-F1,11053,0,0.0,0,9.84373664855957,nan,9.84373664855957,nan
AF-P82715-F1,48975,0,0.0,0,17.962303161621094,nan,17.962303161621094,nan
AF-P83942-F1,18957,0,0.0,0,9.706156730651855,nan,9.706156730651855,nan
AF-P84585-F1,17757,0,0.0,0,9.195856094360352,nan,9.195856094360352,nan
AF-P84347-F1,23745,0,0.0,0,16.53622817993164,nan,16.53622817993164,nan
AF-P86807-F1,15261,0,0.0,0,9.964797019958496,nan,9.964797019958496,nan
AF-P85100-F1,33058,0,0.0,0,13.435458183288574,nan,13.435458183288574,nan
AF-P87271-F1,20857,0,0.0,0,11.367239952087402,nan,11.367239952087402,nan
AF-P82593-F1,84492,0,0.0,0,16.448335647583008,nan,16.448335647583008,nan
AF-P86857-F1,34423,0,0.0,0,12.057504653930664,nan,12.057504653930664,nan
AF-P70324-2-F1,148007,0,0.0,0,20.500770568847656,nan,20.500770568847656,nan
AF-P93847-F1,33415,0,0.0,0,24.551904678344727,nan,24.551904678344727,nan
AF-P92958-2-F1,50669,0,0.0,0,16.71381950378418,nan,16.71381950378418,nan
AF-P97865-F1,31900,0,0.0,0,27.89266014099121,nan,27.89266014099121,nan
AF-P94391-F1,51511,0,0.0,0,27.911468505859375,nan,27.911468505859375,nan
AF-P96740-F1,50518,0,0.0,0,18.02065086364746,nan,18.02065086364746,nan
AF-P97328-F1,34684,0,0.0,0,11.689764976501465,nan,11.689764976501465,nan
AF-P9WGI3-F1,39993,0,0.0,0,12.323596954345703,nan,12.323596954345703,nan
AF-P9WKL5-F1,28574,0,0.0,0,25.63374137878418,nan,25.63374137878418,nan
AF-P9WQH5-F1,50992,0,0.0,0,13.20612621307373,nan,13.20612621307373,nan
AF-Q00888-2-F1,48597,0,0.0,0,14.342803001403809,nan,14.342803001403809,nan
AF-P87314-F1,134394,0,0.0,0,15.325479507446289,nan,15.325479507446289,nan
AF-P9WIK5-F1,50454,0,0.0,0,12.167734146118164,nan,12.167734146118164,nan
AF-Q00888-3-F1,50686,0,0.0,0,12.790900230407715,nan,12.790900230407715,nan
AF-P9WL21-F1,81136,0,0.0,0,35.230926513671875,nan,35.230926513671875,nan
AF-P9WHJ3-F1,96881,0,0.0,0,19.81148338317871,nan,19.81148338317871,nan
AF-Q02MM2-F1,27263,0,0.0,0,19.768890380859375,nan,19.768890380859375,nan
AF-Q00888-F1,62209,0,0.0,0,15.452877044677734,nan,15.452877044677734,nan
AF-Q02733-F1,61953,0,0.0,0,18.76344108581543,nan,18.76344108581543,nan
AF-Q03920-F1,26776,0,0.0,0,12.901036262512207,nan,12.901036262512207,nan
AF-Q04179-F1,32720,0,0.0,0,20.71275520324707,nan,20.71275520324707,nan
AF-Q02796-F1,79041,0,0.0,0,8.55018138885498,nan,8.55018138885498,nan
AF-Q02457-F1,95927,0,0.0,0,12.968656539916992,nan,12.968656539916992,nan
AF-Q04728-F1,48109,0,0.0,0,28.72954559326172,nan,28.72954559326172,nan
AF-Q04KE2-F1,24389,0,0.0,0,16.334630966186523,nan,16.334630966186523,nan
AF-Q04087-F1,83912,0,0.0,0,12.261188507080078,nan,12.261188507080078,nan
AF-Q03571-F1,105997,0,0.0,0,14.48373031616211,nan,14.48373031616211,nan
AF-Q05153-2-F1,41380,0,0.0,0,13.019498825073242,nan,13.019498825073242,nan
AF-Q02328-2-F1,143699,0,0.0,0,15.995466232299805,nan,15.995466232299805,nan
AF-Q06348-F1,51383,0,0.0,0,17.296470642089844,nan,17.296470642089844,nan
AF-Q05156-F1,71356,0,0.0,0,22.811220169067383,nan,22.811220169067383,nan
AF-Q04974-F1,106325,0,0.0,0,27.338863372802734,nan,27.338863372802734,nan
AF-Q05153-F1,102955,0,0.0,0,14.168426513671875,nan,14.168426513671875,nan
AF-Q05519-2-F1,109311,0,0.0,0,17.301239013671875,nan,17.301239013671875,nan
AF-Q06583-F1,83957,0,0.0,0,13.773313522338867,nan,13.773313522338867,nan
AF-Q07395-F1,78927,0,0.0,0,40.83186721801758,nan,40.83186721801758,nan
AF-Q081J0-F1,34990,0,0.0,0,12.716085433959961,nan,12.716085433959961,nan
AF-Q0AYA9-F1,13867,0,0.0,0,6.990891456604004,nan,6.990891456604004,nan
AF-Q07845-F1,89303,0,0.0,0,26.270130157470703,nan,26.270130157470703,nan
AF-Q07655-F1,137029,0,0.0,0,22.364988327026367,nan,22.364988327026367,nan
AF-Q09235-F1,50548,0,0.0,0,14.671805381774902,nan,14.671805381774902,nan
AF-Q08683-F1,103405,0,0.0,0,23.605281829833984,nan,23.605281829833984,nan
AF-Q0HQI7-F1,36014,0,0.0,0,53.7072639465332,nan,53.7072639465332,nan
AF-Q08887-F1,134682,0,0.0,0,11.473502159118652,nan,11.473502159118652,nan
AF-Q0E8C8-F1,58334,0,0.0,0,18.071184158325195,nan,18.071184158325195,nan
AF-Q0V8R7-F1,52218,0,0.0,0,18.428325653076172,nan,18.428325653076172,nan
AF-Q0JB89-F1,73002,0,0.0,0,15.73719310760498,nan,15.73719310760498,nan
AF-Q09699-F1,120185,0,0.0,0,15.938455581665039,nan,15.938455581665039,nan
AF-Q0VCL3-F1,49576,0,0.0,0,26.75983238220215,nan,26.75983238220215,nan
AF-Q0W085-F1,31961,0,0.0,0,12.919540405273438,nan,12.919540405273438,nan
AF-Q10273-F1,33566,0,0.0,0,11.830988883972168,nan,11.830988883972168,nan
AF-Q10336-F1,74705,0,0.0,0,10.66281795501709,nan,10.66281795501709,nan
AF-Q0J7Y8-F1,165115,0,0.0,0,23.32403564453125,nan,23.32403564453125,nan
AF-Q12223-F1,42953,0,0.0,0,10.299992561340332,nan,10.299992561340332,nan
AF-Q0P4V4-F1,149593,0,0.0,0,15.250762939453125,nan,15.250762939453125,nan
AF-Q10579-F1,74547,0,0.0,0,14.099845886230469,nan,14.099845886230469,nan
AF-Q12211-F1,79179,0,0.0,0,33.88309860229492,nan,33.88309860229492,nan
AF-Q0WR66-2-F1,127545,0,0.0,0,13.656502723693848,nan,13.656502723693848,nan
AF-Q12805-5-F1,57748,0,0.0,0,15.036646842956543,nan,15.036646842956543,nan
AF-Q13426-2-F1,64845,0,0.0,0,12.187944412231445,nan,12.187944412231445,nan
AF-Q13426-3-F1,58536,0,0.0,0,11.761600494384766,nan,11.761600494384766,nan
AF-Q13426-F1,65122,0,0.0,0,12.60768985748291,nan,12.60768985748291,nan
AF-Q12310-F1,128605,0,0.0,0,11.298094749450684,nan,11.298094749450684,nan
AF-Q14153-2-F1,74883,0,0.0,0,12.141672134399414,nan,12.141672134399414,nan
AF-Q13976-3-F1,52234,0,0.0,0,23.309253692626953,nan,23.309253692626953,nan
AF-Q18JF4-F1,15375,0,0.0,0,11.729521751403809,nan,11.729521751403809,nan
AF-Q14AI6-2-F1,49030,0,0.0,0,25.542186737060547,nan,25.542186737060547,nan
AF-Q14CB8-5-F1,45876,0,0.0,0,14.373137474060059,nan,14.373137474060059,nan
AF-Q14153-F1,102113,0,0.0,0,8.858851432800293,nan,8.858851432800293,nan
AF-Q1IF47-F1,27432,0,0.0,0,12.285694122314453,nan,12.285694122314453,nan
AF-Q1CLL0-F1,31811,0,0.0,0,13.887521743774414,nan,13.887521743774414,nan
AF-Q17381-3-F1,89631,0,0.0,0,25.955394744873047,nan,25.955394744873047,nan
AF-Q1J6G8-F1,18561,0,0.0,0,15.484304428100586,nan,15.484304428100586,nan
AF-Q1L9C7-2-F1,40590,0,0.0,0,10.127018928527832,nan,10.127018928527832,nan
AF-Q14934-18-F1,139015,0,0.0,0,11.791507720947266,nan,11.791507720947266,nan
AF-Q20561-F1,27095,0,0.0,0,14.892451286315918,nan,14.892451286315918,nan
